X ; page web bn:00080778n ; navigateur bn:00013447n ; serveur web bn:02705179n ; fichier bn:00021475n ; client bn:00019764n ; base de donnée bn:00025333n ; donnée bn:00025314n ; php bn:01753580n ; code bn:00020354n ; texte bn:00076732n ; concerner bn:00083240v ; commentaire bn:00020978n ; délimiter bn:00086464v ; fois bn:00032768n ; url bn:00079080n ; case à cocher bn:03157691n ; post bn:01500184n ; nombre bn:00058285n ; text bn:14981519n ; langage bn:00049910n ; zones bn:00005513n ; utilisateur bn:00079373n ; case bn:04777941n ; associer bn:00082868v ; personne bn:00046516n ; méthode post bn:00045088n ; fermeture bn:16858148n ; machine bn:00054050n ; mysql bn:01225760n ; salaire bn:15928884n ; jour bn:00000086n ; programmation bn:00021493n ; site bn:00047172n ; chaîne bn:00074685n ; header bn:00043309n ; doctype bn:15839327n ; moteur bn:00030850n ; configuration bn:03088982n ; paris bn:00015540n ; langage de script bn:01431715n ; côté serveur bn:03816678n ; opérateur bn:16281811n ; super bn:17336345n ; type bn:00016413n ; foreach bn:03463379n ; cle bn:04756252n ; serveur bn:00044916n ; communication bn:00021221n ; interpréter bn:00089840v ; transaction bn:01403911n ; côté client bn:03163702n ; classes bn:03608262n ; bienvenue bn:00080852n ; class bn:03598962n ; mot bn:00081546n ; méthode bn:01641329n ; session bn:03751534n ; visiteur bn:03106425n ; afficher bn:00087013v ; pouvoir bn:00084451v ; mysqli bn:01438356n ; insert bn:03795444n ; france bn:00036202n ; pointeur bn:03222272n ; list bn:04720346n ; casse bn:03225002n ; timestamp bn:03603649n ; xml bn:02771436n ; echo bn:03626250n ; files bn:00065682n ; varchar bn:01838409n ; valeur bn:00079508n ; composer bn:14766022n ; null bn:15898583n ; généralité bn:00041249n ; autre bn:00108013a ; avoir accès bn:00082209v
côté client bn:03163702n ; 0.333333 ; 0.0645161 ; 0.125 ; 0.150943 ; 0.0909091 ; 0.153846 ; 0.1 ; 0.121212 ; 0.0683761 ; 0.113475 ; 0.32 ; 0.0842105 ; 0.205128 ; 0.137931 ; 0.121212 ; 0.0666667 ; 0.210526 ; 0.111111 ; 0.170213 ; 0.124031 ; 0.25 ; 0.25 ; 0.135593 ; 0.5 ; 0.121212 ; 0.0816327 ; 0.100629 ; 1 ; 0.333333 ; 0.125 ; 0.347826 ; 0.0824742 ; 0.0952381 ; 0.2 ; 0.333333 ; 0.0666667 ; 1 ; 0.2 ; 0.111111 ; 0.347826 ; 0.5 ; 0.25 ; 0.125 ; 0.333333 ; 0.125 ; 0.0909091 ; 0.148148 ; 0.25 ; 0.2 ; 0.5 ; 1 ; 0.5 ; 0.25 ; 0.2 ; 0.285714 ; 0.0555556 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.125 ; 0.2 ; 0.142857 ; 0.0588235 ; 0.125 ; 0.0909091 ; 0.125 ; 0.2 ; 0.25 ; 0.125 ; 0.111111 ; 0.25 ; 0.125 ; 0.111111 ; 0.111111 ; 0.125 ; 0.125 ; 0.111111
classes bn:03608262n ; 0.2 ; 0.121212 ; 0.222222 ; 0.262295 ; 0.0526316 ; 0.0952381 ; 0.0714286 ; 0.216216 ; 0.128 ; 0.22695 ; 0.242424 ; 0.15534 ; 0.145455 ; 0.275862 ; 0.216216 ; 0.0909091 ; 0.347826 ; 0.0769231 ; 0.145455 ; 0.248062 ; 0.125 ; 0.5 ; 0.238806 ; 1 ; 0.216216 ; 0.131148 ; 0.201258 ; 0.5 ; 0.2 ; 0.0625 ; 0.205128 ; 0.152381 ; 0.0689655 ; 0.111111 ; 0.5 ; 0.0909091 ; 0.5 ; 0.25 ; 0.125 ; 0.205128 ; 1 ; 0.125 ; 0.0625 ; 0.2 ; 0.222222 ; 0.142857 ; 0.296296 ; 0.125 ; 0.111111 ; 0.25 ; 0.5 ; 1 ; 0.125 ; 0.25 ; 0.222222 ; 0.0952381 ; 0.2 ; 0.2 ; 0.2 ; 0.0625 ; 0.25 ; 0.2 ; 0.030303 ; 0.0625 ; 0.111111 ; 0.0625 ; 0.111111 ; 0.125 ; 0.0625 ; 0.0588235 ; 0.125 ; 0.0625 ; 0.0588235 ; 0.125 ; 0.0625 ; 0.0625 ; 0.125
bienvenue bn:00080852n ; 0.111111 ; 0.0169492 ; 0.0344828 ; 0.0888889 ; 0.0909091 ; 0.0588235 ; 0.0322581 ; 0.0689655 ; 0.0366972 ; 0.0283688 ; 0.08 ; 0.0224719 ; 0.129032 ; 0.0344828 ; 0.0333333 ; 0.111111 ; 0.0625 ; 0.0769231 ; 0.0425532 ; 0.0310078 ; 0.333333 ; 0.0625 ; 0.0784314 ; 0.125 ; 0.0333333 ; 0.0512821 ; 0.0251572 ; 0.25 ; 0.111111 ; 0.5 ; 0.266667 ; 0.0449438 ; 0.030303 ; 0.2 ; 0.25 ; 0.111111 ; 0.25 ; 0.2 ; 0.333333 ; 0.266667 ; 0.125 ; 0.333333 ; 0.5 ; 0.111111 ; 0.0344828 ; 0.0588235 ; 0.037037 ; 0.333333 ; 0.2 ; 0.2 ; 0.25 ; 0.125 ; 1 ; 0.2 ; 0.0714286 ; 0.0322581 ; 0.111111 ; 0.25 ; 0.25 ; 0.5 ; 0.2 ; 0.111111 ; 0.2 ; 0.2 ; 0.0909091 ; 0.2 ; 0.2 ; 0.333333 ; 0.5 ; 0.333333 ; 0.142857 ; 0.2 ; 0.333333 ; 0.142857 ; 0.5 ; 0.5 ; 0.333333
class bn:03598962n ; 0.0909091 ; 0.0333333 ; 0.0666667 ; 0.177778 ; 0.0666667 ; 0.1 ; 0.0588235 ; 0.0645161 ; 0.0733945 ; 0.0567376 ; 0.0740741 ; 0.091954 ; 0.0540541 ; 0.0689655 ; 0.137931 ; 0.0909091 ; 0.117647 ; 0.142857 ; 0.0408163 ; 0.0620155 ; 0.0909091 ; 0.125 ; 0.0727273 ; 0.25 ; 0.137931 ; 0.0465116 ; 0.0503145 ; 0.2 ; 0.0909091 ; 0.25 ; 0.0952381 ; 0.0898876 ; 0.0555556 ; 0.333333 ; 0.2 ; 0.2 ; 0.2 ; 0.333333 ; 0.5 ; 0.210526 ; 0.25 ; 0.2 ; 0.25 ; 0.0909091 ; 0.0666667 ; 0.111111 ; 0.0740741 ; 0.2 ; 0.333333 ; 0.333333 ; 0.2 ; 0.25 ; 0.2 ; 1 ; 0.0666667 ; 0.0625 ; 0.0909091 ; 0.0909091 ; 0.0909091 ; 0.25 ; 1 ; 0.2 ; 0.111111 ; 0.111111 ; 0.142857 ; 0.25 ; 0.142857 ; 0.0909091 ; 0.111111 ; 0.0909091 ; 0.2 ; 0.111111 ; 0.0909091 ; 0.5 ; 0.111111 ; 0.111111 ; 0.2
mot bn:00081546n ; 0.125 ; 0.211268 ; 0.365854 ; 0.0860215 ; 0.0666667 ; 0.129032 ; 0.235294 ; 0.163265 ; 0.20438 ; 0.397163 ; 0.432432 ; 0.125984 ; 0.225352 ; 0.211268 ; 0.163265 ; 0.0588235 ; 0.228571 ; 0.111111 ; 0.595745 ; 0.193548 ; 0.0714286 ; 0.363636 ; 0.175824 ; 0.222222 ; 0.163265 ; 0.0941176 ; 0.174863 ; 0.285714 ; 0.285714 ; 0.0357143 ; 0.126984 ; 0.239316 ; 0.228571 ; 0.0666667 ; 0.125 ; 0.0588235 ; 0.285714 ; 0.0666667 ; 0.0344828 ; 0.267857 ; 0.222222 ; 0.0714286 ; 0.0357143 ; 0.125 ; 0.365854 ; 0.222222 ; 0.242424 ; 0.0714286 ; 0.0666667 ; 0.142857 ; 0.285714 ; 0.222222 ; 0.0714286 ; 0.0666667 ; 1 ; 0.148515 ; 0.285714 ; 0.125 ; 0.285714 ; 0.0357143 ; 0.0666667 ; 0.0588235 ; 0.0357143 ; 0.0357143 ; 0.0666667 ; 0.0357143 ; 0.142857 ; 0.0714286 ; 0.0357143 ; 0.0344828 ; 0.0714286 ; 0.0357143 ; 0.0714286 ; 0.0344828 ; 0.0357143 ; 0.0357143 ; 0.0344828
méthode bn:01641329n ; 0.117647 ; 0.517241 ; 0.318182 ; 0.179775 ; 0.030303 ; 0.104478 ; 0.189189 ; 0.0727273 ; 0.310078 ; 0.248447 ; 0.145833 ; 0.122137 ; 0.0963855 ; 0.150327 ; 0.0727273 ; 0.117647 ; 0.2 ; 0.183099 ; 0.107914 ; 0.152439 ; 0.0322581 ; 0.148148 ; 0.0776699 ; 0.0952381 ; 0.156863 ; 0.24359 ; 0.15873 ; 0.0555556 ; 0.117647 ; 0.0163934 ; 0.0273973 ; 0.231405 ; 0.097561 ; 0.0625 ; 0.0555556 ; 0.117647 ; 0.0555556 ; 0.030303 ; 0.0322581 ; 0.119403 ; 0.0952381 ; 0.015873 ; 0.0163934 ; 0.117647 ; 0.318182 ; 0.0952381 ; 0.217391 ; 0.0666667 ; 0.0625 ; 0.030303 ; 0.0555556 ; 0.0952381 ; 0.0322581 ; 0.0625 ; 0.148515 ; 1 ; 0.117647 ; 0.0555556 ; 0.0555556 ; 0.0163934 ; 0.0625 ; 0.0555556 ; 0.0333333 ; 0.0163934 ; 0.0625 ; 0.0333333 ; 0.133333 ; 0.0322581 ; 0.0333333 ; 0.0666667 ; 0.0322581 ; 0.0163934 ; 0.0666667 ; 0.0666667 ; 0.0333333 ; 0.0333333 ; 0.0666667
session bn:03751534n ; 0.333333 ; 0.137931 ; 0.285714 ; 0.0701754 ; 0.2 ; 0.363636 ; 0.222222 ; 0.121212 ; 0.0683761 ; 0.113475 ; 0.32 ; 0.0842105 ; 0.205128 ; 0.0645161 ; 0.121212 ; 0.142857 ; 0.210526 ; 0.111111 ; 0.170213 ; 0.0583942 ; 0.25 ; 0.25 ; 0.0634921 ; 0.2 ; 0.121212 ; 0.0816327 ; 0.100629 ; 0.333333 ; 1 ; 0.0588235 ; 0.148148 ; 0.0824742 ; 0.210526 ; 0.0909091 ; 0.142857 ; 0.0666667 ; 0.333333 ; 0.0909091 ; 0.0526316 ; 0.148148 ; 0.2 ; 0.111111 ; 0.0588235 ; 0.333333 ; 0.285714 ; 0.0909091 ; 0.148148 ; 0.25 ; 0.0909091 ; 0.2 ; 0.333333 ; 0.2 ; 0.111111 ; 0.0909091 ; 0.285714 ; 0.117647 ; 1 ; 0.142857 ; 0.333333 ; 0.0588235 ; 0.0909091 ; 0.0666667 ; 0.0588235 ; 0.125 ; 0.0909091 ; 0.125 ; 0.2 ; 0.25 ; 0.125 ; 0.111111 ; 0.25 ; 0.125 ; 0.25 ; 0.111111 ; 0.125 ; 0.125 ; 0.111111
visiteur bn:03106425n ; 0.333333 ; 0.0645161 ; 0.0588235 ; 0.150943 ; 0.0909091 ; 0.0714286 ; 0.047619 ; 0.121212 ; 0.0330579 ; 0.0536913 ; 0.137931 ; 0.0842105 ; 0.516129 ; 0.0645161 ; 0.0571429 ; 0.0666667 ; 0.0952381 ; 0.111111 ; 0.0784314 ; 0.124031 ; 0.25 ; 0.111111 ; 0.135593 ; 0.2 ; 0.121212 ; 0.177778 ; 0.100629 ; 0.333333 ; 0.142857 ; 0.125 ; 0.347826 ; 0.039604 ; 0.0454545 ; 0.2 ; 0.333333 ; 0.142857 ; 0.333333 ; 0.2 ; 0.111111 ; 0.148148 ; 0.2 ; 0.25 ; 0.125 ; 0.142857 ; 0.0588235 ; 0.0909091 ; 0.148148 ; 0.111111 ; 0.2 ; 0.2 ; 0.333333 ; 0.2 ; 0.25 ; 0.0909091 ; 0.125 ; 0.0555556 ; 0.142857 ; 1 ; 0.333333 ; 0.125 ; 0.0909091 ; 0.333333 ; 0.0588235 ; 0.125 ; 0.0909091 ; 0.0588235 ; 0.0909091 ; 0.25 ; 0.125 ; 0.111111 ; 0.111111 ; 0.125 ; 0.111111 ; 0.0526316 ; 0.125 ; 0.125 ; 0.111111
afficher bn:00087013v ; 0.142857 ; 0.0645161 ; 0.125 ; 0.0701754 ; 0.2 ; 0.153846 ; 0.1 ; 0.275862 ; 0.0683761 ; 0.113475 ; 0.32 ; 0.0842105 ; 0.516129 ; 0.0645161 ; 0.121212 ; 0.142857 ; 0.0952381 ; 0.111111 ; 0.170213 ; 0.0583942 ; 0.25 ; 0.25 ; 0.135593 ; 0.2 ; 0.121212 ; 0.0816327 ; 0.100629 ; 0.333333 ; 0.333333 ; 0.125 ; 0.347826 ; 0.0824742 ; 0.0952381 ; 0.0909091 ; 0.333333 ; 0.142857 ; 0.333333 ; 0.2 ; 0.111111 ; 0.148148 ; 0.2 ; 0.25 ; 0.125 ; 0.142857 ; 0.125 ; 0.2 ; 0.148148 ; 0.111111 ; 0.0909091 ; 0.2 ; 0.333333 ; 0.2 ; 0.25 ; 0.0909091 ; 0.285714 ; 0.0555556 ; 0.333333 ; 0.333333 ; 1 ; 0.125 ; 0.0909091 ; 0.142857 ; 0.0588235 ; 0.125 ; 0.0909091 ; 0.0588235 ; 0.0909091 ; 0.25 ; 0.125 ; 0.111111 ; 0.111111 ; 0.125 ; 0.25 ; 0.0526316 ; 0.125 ; 0.125 ; 0.111111
pouvoir bn:00084451v ; 0.0588235 ; 0.00854701 ; 0.0175439 ; 0.0444444 ; 0.111111 ; 0.0666667 ; 0.0344828 ; 0.0344828 ; 0.0183486 ; 0.0141844 ; 0.04 ; 0.0229885 ; 0.0645161 ; 0.0172414 ; 0.0344828 ; 0.0588235 ; 0.0322581 ; 0.0833333 ; 0.0212766 ; 0.0155039 ; 0.2 ; 0.03125 ; 0.0392157 ; 0.0625 ; 0.0344828 ; 0.0263158 ; 0.0125786 ; 0.125 ; 0.0588235 ; 1 ; 0.133333 ; 0.0224719 ; 0.0322581 ; 0.25 ; 0.125 ; 0.125 ; 0.125 ; 0.25 ; 0.5 ; 0.133333 ; 0.0625 ; 0.5 ; 1 ; 0.0588235 ; 0.0175439 ; 0.0625 ; 0.0185185 ; 0.2 ; 0.25 ; 0.25 ; 0.125 ; 0.0625 ; 0.5 ; 0.25 ; 0.0357143 ; 0.0163934 ; 0.0588235 ; 0.125 ; 0.125 ; 1 ; 0.25 ; 0.125 ; 0.333333 ; 0.333333 ; 0.111111 ; 0.333333 ; 0.111111 ; 0.2 ; 0.333333 ; 0.2 ; 0.2 ; 0.333333 ; 0.2 ; 0.2 ; 0.333333 ; 0.333333 ; 0.2
mysqli bn:01438356n ; 0.0909091 ; 0.0333333 ; 0.0666667 ; 0.177778 ; 0.0666667 ; 0.1 ; 0.0588235 ; 0.0645161 ; 0.0733945 ; 0.0567376 ; 0.0740741 ; 0.091954 ; 0.0540541 ; 0.0689655 ; 0.137931 ; 0.0909091 ; 0.117647 ; 0.142857 ; 0.0408163 ; 0.0620155 ; 0.0909091 ; 0.125 ; 0.0727273 ; 0.25 ; 0.137931 ; 0.0465116 ; 0.0503145 ; 0.2 ; 0.0909091 ; 0.25 ; 0.0952381 ; 0.0898876 ; 0.0555556 ; 0.333333 ; 0.2 ; 0.2 ; 0.2 ; 0.333333 ; 0.5 ; 0.210526 ; 0.25 ; 0.2 ; 0.25 ; 0.0909091 ; 0.0666667 ; 0.111111 ; 0.0740741 ; 0.2 ; 0.333333 ; 0.333333 ; 0.2 ; 0.25 ; 0.2 ; 1 ; 0.0666667 ; 0.0625 ; 0.0909091 ; 0.0909091 ; 0.0909091 ; 0.25 ; 1 ; 0.2 ; 0.111111 ; 0.111111 ; 0.142857 ; 0.25 ; 0.142857 ; 0.0909091 ; 0.111111 ; 0.0909091 ; 0.2 ; 0.111111 ; 0.0909091 ; 0.5 ; 0.111111 ; 0.111111 ; 0.2
insert bn:03795444n ; 0.142857 ; 0.0645161 ; 0.0588235 ; 0.150943 ; 0.0909091 ; 0.0714286 ; 0.047619 ; 0.121212 ; 0.0330579 ; 0.0536913 ; 0.0645161 ; 0.183908 ; 0.205128 ; 0.0645161 ; 0.121212 ; 0.0666667 ; 0.0952381 ; 0.111111 ; 0.0377358 ; 0.124031 ; 0.111111 ; 0.111111 ; 0.135593 ; 0.2 ; 0.275862 ; 0.177778 ; 0.100629 ; 0.142857 ; 0.0666667 ; 0.125 ; 0.148148 ; 0.039604 ; 0.0454545 ; 0.2 ; 0.333333 ; 0.333333 ; 0.142857 ; 0.5 ; 0.25 ; 0.0689655 ; 0.2 ; 0.25 ; 0.125 ; 0.0666667 ; 0.0588235 ; 0.2 ; 0.148148 ; 0.0526316 ; 0.2 ; 0.2 ; 0.142857 ; 0.2 ; 0.111111 ; 0.2 ; 0.0588235 ; 0.0555556 ; 0.0666667 ; 0.333333 ; 0.142857 ; 0.125 ; 0.2 ; 1 ; 0.0588235 ; 0.125 ; 0.2 ; 0.0588235 ; 0.0434783 ; 0.111111 ; 0.0588235 ; 0.0526316 ; 0.111111 ; 0.125 ; 0.0526316 ; 0.111111 ; 0.0588235 ; 0.0588235 ; 0.111111
france bn:00036202n ; 0.0588235 ; 0.0172414 ; 0.0357143 ; 0.0217391 ; 0.111111 ; 0.0666667 ; 0.0714286 ; 0.0169492 ; 0.0183486 ; 0.0141844 ; 0.0196078 ; 0.0113636 ; 0.03125 ; 0.0172414 ; 0.0169492 ; 0.0588235 ; 0.0666667 ; 0.04 ; 0.0212766 ; 0.0155039 ; 0.2 ; 0.0153846 ; 0.0392157 ; 0.030303 ; 0.0169492 ; 0.0540541 ; 0.00625 ; 0.0588235 ; 0.0588235 ; 0.333333 ; 0.0625 ; 0.0224719 ; 0.0666667 ; 0.111111 ; 0.0588235 ; 0.0588235 ; 0.0588235 ; 0.111111 ; 0.2 ; 0.133333 ; 0.030303 ; 0.2 ; 0.333333 ; 0.0588235 ; 0.0357143 ; 0.0625 ; 0.00917431 ; 0.2 ; 0.111111 ; 0.111111 ; 0.0588235 ; 0.030303 ; 0.2 ; 0.111111 ; 0.0357143 ; 0.0333333 ; 0.0588235 ; 0.0588235 ; 0.0588235 ; 0.333333 ; 0.111111 ; 0.0588235 ; 1 ; 0.333333 ; 0.25 ; 0.333333 ; 0.25 ; 0.2 ; 0.333333 ; 0.2 ; 0.2 ; 0.333333 ; 0.2 ; 0.2 ; 0.333333 ; 0.333333 ; 0.2
pointeur bn:03222272n ; 0.125 ; 0.0172414 ; 0.0357143 ; 0.0217391 ; 0.25 ; 0.142857 ; 0.0714286 ; 0.0344828 ; 0.00909091 ; 0.0141844 ; 0.04 ; 0.0229885 ; 0.0645161 ; 0.0172414 ; 0.0344828 ; 0.0588235 ; 0.0666667 ; 0.04 ; 0.0212766 ; 0.0155039 ; 0.5 ; 0.03125 ; 0.0392157 ; 0.0625 ; 0.0344828 ; 0.0540541 ; 0.0125786 ; 0.125 ; 0.125 ; 0.333333 ; 0.133333 ; 0.0111111 ; 0.0666667 ; 0.111111 ; 0.125 ; 0.0588235 ; 0.125 ; 0.25 ; 0.2 ; 0.0625 ; 0.0625 ; 0.5 ; 0.333333 ; 0.125 ; 0.0357143 ; 0.0625 ; 0.0185185 ; 0.2 ; 0.111111 ; 0.25 ; 0.125 ; 0.0625 ; 0.2 ; 0.111111 ; 0.0357143 ; 0.0163934 ; 0.125 ; 0.125 ; 0.125 ; 0.333333 ; 0.111111 ; 0.125 ; 0.333333 ; 1 ; 0.25 ; 0.333333 ; 0.111111 ; 0.5 ; 0.333333 ; 0.2 ; 0.5 ; 1 ; 0.2 ; 0.2 ; 0.333333 ; 0.333333 ; 0.2
list bn:04720346n ; 0.0909091 ; 0.0689655 ; 0.142857 ; 0.0392157 ; 0.142857 ; 0.1 ; 0.125 ; 0.0645161 ; 0.0353982 ; 0.0567376 ; 0.0357143 ; 0.043956 ; 0.0540541 ; 0.0689655 ; 0.0645161 ; 0.0909091 ; 0.266667 ; 0.0322581 ; 0.0408163 ; 0.0620155 ; 0.2 ; 0.0588235 ; 0.156863 ; 0.111111 ; 0.0645161 ; 0.216216 ; 0.0245399 ; 0.0909091 ; 0.0909091 ; 0.111111 ; 0.0952381 ; 0.0430108 ; 0.117647 ; 0.0666667 ; 0.2 ; 0.0909091 ; 0.0909091 ; 0.333333 ; 0.2 ; 0.0952381 ; 0.111111 ; 0.2 ; 0.111111 ; 0.0909091 ; 0.142857 ; 0.25 ; 0.0357143 ; 0.0909091 ; 0.0666667 ; 0.142857 ; 0.0909091 ; 0.111111 ; 0.0909091 ; 0.142857 ; 0.0666667 ; 0.0625 ; 0.0909091 ; 0.0909091 ; 0.0909091 ; 0.111111 ; 0.142857 ; 0.2 ; 0.25 ; 0.25 ; 1 ; 0.111111 ; 0.142857 ; 0.2 ; 0.111111 ; 0.0909091 ; 0.2 ; 0.25 ; 0.0909091 ; 0.2 ; 0.111111 ; 0.111111 ; 0.2
casse bn:03225002n ; 0.125 ; 0.0172414 ; 0.0357143 ; 0.0444444 ; 0.111111 ; 0.142857 ; 0.0714286 ; 0.0169492 ; 0.0183486 ; 0.0141844 ; 0.04 ; 0.0229885 ; 0.03125 ; 0.0172414 ; 0.0344828 ; 0.0588235 ; 0.0666667 ; 0.0833333 ; 0.0212766 ; 0.0155039 ; 0.2 ; 0.03125 ; 0.0192308 ; 0.0625 ; 0.0344828 ; 0.0263158 ; 0.0125786 ; 0.125 ; 0.125 ; 0.333333 ; 0.0625 ; 0.0224719 ; 0.0666667 ; 0.25 ; 0.0588235 ; 0.0588235 ; 0.125 ; 0.111111 ; 0.2 ; 0.133333 ; 0.0625 ; 0.2 ; 0.333333 ; 0.125 ; 0.0357143 ; 0.030303 ; 0.0185185 ; 0.5 ; 0.25 ; 0.25 ; 0.125 ; 0.0625 ; 0.2 ; 0.25 ; 0.0357143 ; 0.0333333 ; 0.125 ; 0.0588235 ; 0.0588235 ; 0.333333 ; 0.25 ; 0.0588235 ; 0.333333 ; 0.333333 ; 0.111111 ; 1 ; 0.25 ; 0.2 ; 0.333333 ; 0.2 ; 0.5 ; 0.333333 ; 0.2 ; 0.5 ; 0.333333 ; 0.333333 ; 0.2
timestamp bn:03603649n ; 0.2 ; 0.0689655 ; 0.142857 ; 0.0816327 ; 0.0666667 ; 0.1 ; 0.125 ; 0.03125 ; 0.0733945 ; 0.0567376 ; 0.0740741 ; 0.0215054 ; 0.0540541 ; 0.0689655 ; 0.03125 ; 0.0909091 ; 0.266667 ; 0.0666667 ; 0.0851064 ; 0.0620155 ; 0.2 ; 0.0588235 ; 0.0727273 ; 0.111111 ; 0.03125 ; 0.097561 ; 0.0245399 ; 0.2 ; 0.2 ; 0.111111 ; 0.0952381 ; 0.0898876 ; 0.117647 ; 0.142857 ; 0.0909091 ; 0.0434783 ; 0.2 ; 0.0666667 ; 0.0909091 ; 0.533333 ; 0.111111 ; 0.0909091 ; 0.111111 ; 0.2 ; 0.142857 ; 0.0526316 ; 0.0357143 ; 0.5 ; 0.142857 ; 0.142857 ; 0.2 ; 0.111111 ; 0.2 ; 0.142857 ; 0.142857 ; 0.133333 ; 0.2 ; 0.0909091 ; 0.0909091 ; 0.111111 ; 0.142857 ; 0.0434783 ; 0.25 ; 0.111111 ; 0.142857 ; 0.25 ; 1 ; 0.2 ; 0.25 ; 0.2 ; 0.2 ; 0.111111 ; 0.2 ; 0.2 ; 0.25 ; 0.25 ; 0.2
xml bn:02771436n ; 0.25 ; 0.0344828 ; 0.0714286 ; 0.0425532 ; 0.2 ; 0.125 ; 0.0666667 ; 0.0689655 ; 0.018018 ; 0.0283688 ; 0.08 ; 0.0224719 ; 0.129032 ; 0.0344828 ; 0.0333333 ; 0.111111 ; 0.133333 ; 0.037037 ; 0.0425532 ; 0.0310078 ; 1 ; 0.0625 ; 0.0784314 ; 0.125 ; 0.0333333 ; 0.108108 ; 0.0251572 ; 0.25 ; 0.25 ; 0.2 ; 0.266667 ; 0.021978 ; 0.0625 ; 0.0909091 ; 0.25 ; 0.0526316 ; 0.25 ; 0.2 ; 0.142857 ; 0.117647 ; 0.125 ; 0.333333 ; 0.2 ; 0.25 ; 0.0714286 ; 0.0588235 ; 0.037037 ; 0.333333 ; 0.0909091 ; 0.2 ; 0.25 ; 0.125 ; 0.333333 ; 0.0909091 ; 0.0714286 ; 0.0322581 ; 0.25 ; 0.25 ; 0.25 ; 0.2 ; 0.0909091 ; 0.111111 ; 0.2 ; 0.5 ; 0.2 ; 0.2 ; 0.2 ; 1 ; 0.5 ; 0.333333 ; 0.333333 ; 0.5 ; 0.333333 ; 0.142857 ; 0.5 ; 0.5 ; 0.333333
echo bn:03626250n ; 0.125 ; 0.0172414 ; 0.0357143 ; 0.0444444 ; 0.111111 ; 0.0666667 ; 0.0344828 ; 0.0344828 ; 0.0183486 ; 0.0141844 ; 0.04 ; 0.0113636 ; 0.0645161 ; 0.0172414 ; 0.0169492 ; 0.125 ; 0.0666667 ; 0.04 ; 0.0212766 ; 0.0155039 ; 0.5 ; 0.03125 ; 0.0392157 ; 0.0625 ; 0.0169492 ; 0.0540541 ; 0.0125786 ; 0.125 ; 0.125 ; 0.333333 ; 0.133333 ; 0.0224719 ; 0.0322581 ; 0.111111 ; 0.125 ; 0.0588235 ; 0.125 ; 0.111111 ; 0.2 ; 0.133333 ; 0.0625 ; 0.2 ; 0.333333 ; 0.125 ; 0.0357143 ; 0.030303 ; 0.0185185 ; 0.5 ; 0.111111 ; 0.111111 ; 0.125 ; 0.0625 ; 0.5 ; 0.111111 ; 0.0357143 ; 0.0333333 ; 0.125 ; 0.125 ; 0.125 ; 0.333333 ; 0.111111 ; 0.0588235 ; 0.333333 ; 0.333333 ; 0.111111 ; 0.333333 ; 0.25 ; 0.5 ; 1 ; 0.5 ; 0.2 ; 0.333333 ; 0.5 ; 0.2 ; 1 ; 1 ; 0.5
files bn:00065682n ; 0.111111 ; 0.0344828 ; 0.0344828 ; 0.0425532 ; 0.0909091 ; 0.125 ; 0.0666667 ; 0.0333333 ; 0.0366972 ; 0.0283688 ; 0.08 ; 0.0111111 ; 0.0606061 ; 0.0344828 ; 0.0163934 ; 0.111111 ; 0.0625 ; 0.0769231 ; 0.0208333 ; 0.0152672 ; 0.333333 ; 0.030303 ; 0.0377358 ; 0.0588235 ; 0.0163934 ; 0.108108 ; 0.0124224 ; 0.111111 ; 0.111111 ; 0.2 ; 0.117647 ; 0.021978 ; 0.030303 ; 0.0909091 ; 0.111111 ; 0.0526316 ; 0.111111 ; 0.0909091 ; 0.142857 ; 0.117647 ; 0.0588235 ; 0.142857 ; 0.2 ; 0.25 ; 0.0344828 ; 0.0285714 ; 0.0181818 ; 0.333333 ; 0.0909091 ; 0.0909091 ; 0.111111 ; 0.0588235 ; 0.333333 ; 0.0909091 ; 0.0344828 ; 0.0666667 ; 0.111111 ; 0.111111 ; 0.111111 ; 0.2 ; 0.0909091 ; 0.0526316 ; 0.2 ; 0.2 ; 0.0909091 ; 0.2 ; 0.2 ; 0.333333 ; 0.5 ; 1 ; 0.142857 ; 0.2 ; 0.333333 ; 0.142857 ; 0.5 ; 0.5 ; 0.333333
