X;page web;navigateur;serveur web;fichier;client;base de donnée;donnée;php;javascript;code;texte;concerner;commentaire;délimiter;gras;fois;lien hypertextes;url;case à cocher;post;nombre;text;langage;zones;utilisateur;affectation;syntaxe;case;associer;personne;structure de contrôle;méthode post;fermeture;passwd;machine;mysql;salaire;jour;programmation;site;paris;france;programmation web;session;chaîne;côté serveur;côté client;script;interpréter;serveur;type;opérateurs;list;pointeur;cle;méthode;conditionnelles;foreach;couleurs;valeur par défaut;classes;fonctionnalité;class;header;mot;visiteur;sauvegarder;null;web;positionnement;affiche;casse;internet;système;exe;menu;id;mysqli;head;attribut;valeur;moteur;timestamp;accéder
positionnement;0.333333;0.2;0.333333;0.333333;0.0526316;0.333333;0.111111;0.1;0.333333;0.333333;0.2;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.2;0.2;0.333333;0.0666667;0.1;0.333333;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.111111;0.333333;0.333333;0.2;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.166667;0.333333;0.333333;1;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
affiche;0.333333;0.2;0.333333;0.142857;0.0526316;0.333333;0.25;0.1;0.333333;0.333333;0.2;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.2;0.2;0.333333;0.142857;0.222222;0.333333;0.5;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.111111;0.333333;0.333333;0.2;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.166667;1;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;1;1;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333
casse;0.333333;0.2;0.333333;0.333333;0.111111;0.333333;0.111111;0.222222;0.333333;0.333333;0.2;0.333333;0.5;0.5;0.333333;0.333333;0.333333;0.2;0.5;0.333333;0.142857;0.1;0.333333;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.111111;0.333333;0.333333;0.2;0.333333;0.2;1;1;0.142857;1;0.4;0.333333;0.333333;0.333333;1;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
internet;0.333333;0.2;0.333333;0.142857;0.111111;0.333333;0.111111;0.1;0.333333;0.333333;0.5;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.5;0.2;0.333333;0.142857;0.222222;0.333333;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.25;0.333333;0.333333;0.2;0.333333;0.2;0.333333;0.333333;0.142857;0.333333;0.4;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;1;1;0.333333;1;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
système;0.333333;0.2;0.333333;0.142857;0.111111;0.333333;0.111111;0.1;0.333333;0.333333;0.5;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.5;0.2;0.333333;0.142857;0.222222;0.333333;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.25;0.333333;0.333333;0.2;0.333333;0.2;0.333333;0.333333;0.142857;0.333333;0.4;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;1;1;0.333333;1;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
exe;0.333333;0.2;0.333333;0.333333;0.111111;0.333333;0.111111;0.222222;0.333333;0.333333;0.2;0.333333;0.5;0.5;0.333333;0.333333;0.333333;0.2;0.5;0.333333;0.142857;0.1;0.333333;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.111111;0.333333;0.333333;0.2;0.333333;0.2;1;1;0.142857;1;0.4;0.333333;0.333333;0.333333;1;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
menu;0.333333;0.2;0.333333;0.142857;0.111111;0.333333;0.111111;0.1;0.333333;0.333333;0.5;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.5;0.2;0.333333;0.142857;0.222222;0.333333;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.25;0.333333;0.333333;0.2;0.333333;0.2;0.333333;0.333333;0.142857;0.333333;0.4;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;1;1;0.333333;1;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
id;0.333333;0.2;0.333333;0.142857;0.111111;0.333333;0.111111;0.1;0.333333;0.333333;0.5;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.5;0.2;0.333333;0.142857;0.222222;0.333333;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.25;0.333333;0.333333;0.2;0.333333;0.2;0.333333;0.333333;0.142857;0.333333;0.4;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;1;1;0.333333;1;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
mysqli;0.333333;0.2;0.333333;0.142857;0.111111;0.333333;0.25;0.222222;0.333333;1;0.2;0.333333;0.2;0.2;0.333333;1;0.333333;0.2;0.2;1;0.0666667;0.222222;0.333333;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.2;0.333333;1;0.2;0.25;1;0.333333;0.2;0.333333;0.2;0.333333;0.333333;0.142857;0.333333;0.166667;0.333333;1;0.333333;0.333333;0.5;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;1;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
head;0.333333;0.2;0.333333;0.142857;0.111111;0.333333;0.111111;0.1;0.333333;0.333333;0.2;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.2;0.5;0.333333;0.0666667;0.1;0.333333;0.2;0.5;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.142857;0.333333;1;0.333333;0.2;0.333333;0.333333;0.5;0.111111;0.333333;0.333333;0.5;0.333333;0.2;0.333333;0.333333;0.142857;0.333333;0.166667;0.333333;0.333333;0.333333;0.333333;0.2;1;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;1;0.333333;0.333333;0.333333;0.333333
attribut;0.333333;0.2;0.333333;0.142857;0.111111;0.333333;0.111111;0.1;0.333333;0.333333;0.2;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.2;0.5;0.333333;0.0666667;0.1;0.333333;0.2;0.5;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.142857;0.333333;1;0.333333;0.2;0.333333;0.333333;0.5;0.111111;0.333333;0.333333;0.5;0.333333;0.2;0.333333;0.333333;0.142857;0.333333;0.166667;0.333333;0.333333;0.333333;0.333333;0.2;1;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;1;0.333333;0.333333;0.333333;0.333333
valeur;0.333333;0.2;0.333333;0.333333;0.111111;0.333333;0.111111;0.222222;0.333333;0.333333;0.2;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.5;0.2;0.333333;0.0666667;0.1;1;0.2;0.2;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;0.142857;1;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.25;0.333333;1;0.2;1;0.5;0.333333;0.333333;0.142857;0.333333;0.166667;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;1;1
moteur;0.333333;0.2;0.333333;0.142857;0.0526316;0.333333;0.25;0.1;0.333333;0.333333;0.2;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.2;0.2;0.333333;0.142857;0.222222;0.333333;0.5;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.142857;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.111111;0.333333;0.333333;0.2;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.166667;1;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.2;1;1;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333
timestamp;0.333333;0.2;0.333333;0.333333;0.111111;0.333333;0.111111;0.222222;0.333333;0.333333;0.2;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.5;0.2;0.333333;0.0666667;0.1;1;0.2;0.2;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;0.142857;1;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.25;0.333333;1;0.2;1;0.5;0.333333;0.333333;0.142857;0.333333;0.166667;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;1;1
accéder;0.333333;0.2;0.333333;0.333333;0.111111;0.333333;0.111111;0.222222;0.333333;0.333333;0.2;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.5;0.2;0.333333;0.0666667;0.1;1;0.2;0.2;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;0.142857;1;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.25;0.333333;1;0.2;1;0.5;0.333333;0.333333;0.142857;0.333333;0.166667;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;1;1
