X;page web;navigateur;serveur web;fichier;client;base de donnée;donnée;php;javascript;code;texte;concerner;commentaire;délimiter;gras;fois;lien hypertextes;url;case à cocher;post;nombre;text;langage;zones;utilisateur;affectation;syntaxe;case;associer;personne;structure de contrôle;méthode post;fermeture;passwd;machine;mysql;salaire;jour;programmation;site;paris;france;programmation web;session;chaîne;côté serveur;côté client;script;interpréter;serveur;type;opérateurs;list;pointeur;cle;méthode;conditionnelles;foreach;couleurs;valeur par défaut;classes;fonctionnalité;class;header;mot;visiteur;sauvegarder;null;web;positionnement;affiche;casse;internet;système;exe;menu;id;mysqli;head;attribut;valeur;moteur;timestamp;accéder
null;0.333333;0.25;0.333333;0.0769231;0.0769231;0.0909091;0.0909091;0.0588235;1;0.2;0.2;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.2;0.2;0.0769231;0.1;0.0833333;0.2;0.2;0.2;1;0.333333;0.5;0.333333;0.333333;0.333333;0.1;0.333333;0.333333;0.333333;0.153846;0.333333;0.333333;0.2;0.0909091;0.333333;0.333333;0.2;0.333333;0.25;0.333333;0.333333;0.111111;0.333333;0.181818;0.105263;0.333333;0.333333;0.333333;0.5;0.333333;1;0.125;0.333333;1;0.2;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;1;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
web;0.2;0.0909091;0.2;0.0344828;0.0714286;0.04;0.04;0.0526316;0.2;0.333333;0.142857;0.2;0.333333;0.142857;0.5;0.2;0.5;0.142857;0.333333;0.0666667;0.0434783;0.153846;0.142857;0.142857;0.333333;0.2;0.2;0.142857;0.2;0.2;0.2;0.181818;0.2;0.5;0.2;0.133333;0.2;0.2;0.333333;0.04;0.2;0.2;1;0.2;0.0909091;0.2;0.2;0.047619;0.2;0.153846;0.0952381;0.2;0.2;0.2;0.142857;0.5;0.2;0.222222;0.2;0.2;0.333333;0.2;0.2;0.142857;0.2;0.2;0.2;0.2;1;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.5;0.5;0.2;0.2;0.2;0.2
positionnement;0.333333;0.25;0.333333;0.0769231;0.037037;0.0434783;0.0434783;0.0588235;0.333333;0.2;0.2;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.2;0.2;0.166667;0.047619;0.0833333;0.2;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.222222;0.333333;0.333333;0.333333;0.0714286;0.333333;0.333333;0.2;0.0434783;0.333333;0.333333;0.2;0.333333;0.111111;0.333333;0.333333;0.111111;0.333333;0.0833333;0.05;0.333333;1;0.333333;0.2;0.333333;0.333333;0.125;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.2;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
affiche;0.333333;0.111111;0.333333;0.037037;0.037037;0.0909091;0.0909091;0.0588235;0.333333;0.2;0.2;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.2;0.2;0.0769231;0.1;0.181818;0.2;0.5;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.1;0.333333;0.333333;0.333333;0.153846;0.333333;0.333333;0.2;0.0909091;0.333333;0.333333;0.2;0.333333;0.111111;0.333333;0.333333;0.111111;0.333333;0.0833333;0.105263;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.125;0.333333;0.333333;0.2;0.333333;0.333333;0.2;1;1;0.333333;0.333333;0.2;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333
casse;0.333333;0.111111;0.333333;0.0769231;0.0769231;0.0434783;0.0434783;0.125;0.333333;0.2;0.2;0.333333;0.5;0.5;0.333333;0.333333;0.333333;0.2;0.5;0.0769231;0.1;0.0833333;0.2;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.1;0.333333;0.333333;0.333333;0.0714286;0.333333;0.333333;0.2;0.0434783;0.333333;0.333333;0.2;0.333333;0.111111;1;1;0.0526316;1;0.181818;0.105263;0.333333;0.333333;1;0.2;0.333333;0.333333;0.125;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;1;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
internet;0.333333;0.111111;0.333333;0.037037;0.0769231;0.0909091;0.0909091;0.0588235;0.333333;0.2;0.5;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.5;0.2;0.0769231;0.1;0.181818;0.2;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.1;0.333333;0.333333;0.333333;0.0714286;0.333333;0.333333;0.2;0.0909091;0.333333;0.333333;0.2;0.333333;0.111111;0.333333;0.333333;0.0526316;0.333333;0.181818;0.05;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.125;1;0.333333;0.2;0.333333;0.333333;0.2;0.333333;0.333333;1;0.333333;0.2;0.333333;0.333333;0.333333;1;1;0.333333;1;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
système;0.333333;0.111111;0.333333;0.037037;0.0769231;0.0909091;0.0909091;0.0588235;0.333333;0.2;0.5;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.5;0.2;0.0769231;0.1;0.181818;0.2;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.1;0.333333;0.333333;0.333333;0.0714286;0.333333;0.333333;0.2;0.0909091;0.333333;0.333333;0.2;0.333333;0.111111;0.333333;0.333333;0.0526316;0.333333;0.181818;0.05;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.125;1;0.333333;0.2;0.333333;0.333333;0.2;0.333333;0.333333;1;0.333333;0.2;0.333333;0.333333;0.333333;1;1;0.333333;1;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
exe;0.333333;0.111111;0.333333;0.0769231;0.0769231;0.0434783;0.0434783;0.125;0.333333;0.2;0.2;0.333333;0.5;0.5;0.333333;0.333333;0.333333;0.2;0.5;0.0769231;0.1;0.0833333;0.2;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.1;0.333333;0.333333;0.333333;0.0714286;0.333333;0.333333;0.2;0.0434783;0.333333;0.333333;0.2;0.333333;0.111111;1;1;0.0526316;1;0.181818;0.105263;0.333333;0.333333;1;0.2;0.333333;0.333333;0.125;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;1;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
menu;0.333333;0.111111;0.333333;0.037037;0.0769231;0.0909091;0.0909091;0.0588235;0.333333;0.2;0.5;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.5;0.2;0.0769231;0.1;0.181818;0.2;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.1;0.333333;0.333333;0.333333;0.0714286;0.333333;0.333333;0.2;0.0909091;0.333333;0.333333;0.2;0.333333;0.111111;0.333333;0.333333;0.0526316;0.333333;0.181818;0.05;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.125;1;0.333333;0.2;0.333333;0.333333;0.2;0.333333;0.333333;1;0.333333;0.2;0.333333;0.333333;0.333333;1;1;0.333333;1;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
id;0.333333;0.111111;0.333333;0.037037;0.0769231;0.0909091;0.0909091;0.0588235;0.333333;0.2;0.5;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.5;0.2;0.0769231;0.1;0.181818;0.2;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.1;0.333333;0.333333;0.333333;0.0714286;0.333333;0.333333;0.2;0.0909091;0.333333;0.333333;0.2;0.333333;0.111111;0.333333;0.333333;0.0526316;0.333333;0.181818;0.05;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.125;1;0.333333;0.2;0.333333;0.333333;0.2;0.333333;0.333333;1;0.333333;0.2;0.333333;0.333333;0.333333;1;1;0.333333;1;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
mysqli;0.333333;0.111111;0.333333;0.0769231;0.0769231;0.0909091;0.0909091;0.125;0.333333;0.5;0.2;0.333333;0.2;0.2;0.333333;1;0.333333;0.2;0.2;0.166667;0.047619;0.181818;0.2;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.1;0.333333;0.333333;0.333333;0.0714286;0.333333;1;0.2;0.0909091;1;0.333333;0.2;0.333333;0.111111;0.333333;0.333333;0.0526316;0.333333;0.0833333;0.05;1;0.333333;0.333333;0.5;0.333333;0.333333;0.285714;0.333333;0.333333;0.5;0.333333;1;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
head;0.333333;0.111111;0.333333;0.037037;0.0769231;0.0434783;0.0434783;0.0588235;0.333333;0.2;0.2;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.2;0.5;0.0769231;0.047619;0.0833333;0.2;0.2;0.5;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.1;0.333333;1;0.333333;0.153846;0.333333;0.333333;0.5;0.0434783;0.333333;0.333333;0.5;0.333333;0.111111;0.333333;0.333333;0.0526316;0.333333;0.0833333;0.105263;0.333333;0.333333;0.333333;0.2;1;0.333333;0.285714;0.333333;0.333333;0.5;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;1;0.333333;0.333333;0.333333;0.333333
attribut;0.333333;0.111111;0.333333;0.037037;0.0769231;0.0434783;0.0434783;0.0588235;0.333333;0.2;0.2;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.2;0.5;0.0769231;0.047619;0.0833333;0.2;0.2;0.5;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.1;0.333333;1;0.333333;0.153846;0.333333;0.333333;0.5;0.0434783;0.333333;0.333333;0.5;0.333333;0.111111;0.333333;0.333333;0.0526316;0.333333;0.0833333;0.105263;0.333333;0.333333;0.333333;0.2;1;0.333333;0.285714;0.333333;0.333333;0.5;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;1;0.333333;0.333333;0.333333;0.333333
valeur;0.333333;0.111111;0.333333;0.0769231;0.0769231;0.0434783;0.0434783;0.125;0.333333;0.2;0.2;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.5;0.2;0.166667;0.047619;0.0833333;0.5;0.2;0.2;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;0.1;1;0.333333;0.333333;0.0714286;0.333333;0.333333;0.2;0.0909091;0.333333;1;0.2;1;0.25;0.333333;0.333333;0.111111;0.333333;0.0833333;0.05;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.285714;0.333333;0.333333;0.2;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;1;1
moteur;0.333333;0.111111;0.333333;0.037037;0.037037;0.0909091;0.0909091;0.0588235;0.333333;0.2;0.2;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.2;0.2;0.0769231;0.1;0.181818;0.2;0.5;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.1;0.333333;0.333333;0.333333;0.153846;0.333333;0.333333;0.2;0.0909091;0.333333;0.333333;0.2;0.333333;0.111111;0.333333;0.333333;0.111111;0.333333;0.0833333;0.105263;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.125;0.333333;0.333333;0.2;0.333333;0.333333;0.2;1;1;0.333333;0.333333;0.2;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333
timestamp;0.333333;0.111111;0.333333;0.0769231;0.0769231;0.0434783;0.0434783;0.125;0.333333;0.2;0.2;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.5;0.2;0.166667;0.047619;0.0833333;0.5;0.2;0.2;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;0.1;1;0.333333;0.333333;0.0714286;0.333333;0.333333;0.2;0.0909091;0.333333;1;0.2;1;0.25;0.333333;0.333333;0.111111;0.333333;0.0833333;0.05;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.285714;0.333333;0.333333;0.2;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;1;1
accéder;0.333333;0.111111;0.333333;0.0769231;0.0769231;0.0434783;0.0434783;0.125;0.333333;0.2;0.2;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.5;0.2;0.166667;0.047619;0.0833333;0.5;0.2;0.2;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;0.1;1;0.333333;0.333333;0.0714286;0.333333;0.333333;0.2;0.0909091;0.333333;1;0.2;1;0.25;0.333333;0.333333;0.111111;0.333333;0.0833333;0.05;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.285714;0.333333;0.333333;0.2;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;1;1
